City_ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Wind Speed
280,Shadrinsk,100,RU,1583959496,99,56.09,63.63,37.24,12.82
281,Preslav,100,BG,1583959439,73,43.17,26.82,47.88,4.09
282,Kieta,100,PG,1583959241,82,-6.22,155.63,82.24,17.63
283,Beringovskiy,62,RU,1583959499,91,63.05,179.32,3.7,10.87
284,Berlevåg,40,NO,1583959503,79,70.86,29.09,24.8,24.16
285,Kankan,100,GN,1583959505,13,10.39,-9.31,84.65,3.09
286,Vestmanna,100,FO,1583959507,76,62.16,-7.17,32,5.23
287,Nishihara,20,JP,1583959508,67,26.18,127.76,59,4.7
288,Lata,100,PT,1583959509,87,40.16,-8.33,57.99,6.93
289,Shorewood,90,US,1583959511,81,41.52,-88.2,44.6,4.7
290,Teófilo Otoni,15,BR,1583959382,95,-17.86,-41.51,71.19,4.18
291,Algiers,7,DZ,1583959291,51,36.75,3.04,59,2.24
292,Biltine,45,TD,1583959514,9,14.53,20.92,75.07,8.39
293,Codrington,63,AU,1583959515,53,-38.27,141.97,68.81,17
294,Kamaishi,0,JP,1583959516,62,39.27,141.88,34.86,3.22
295,Ouallam,100,NE,1583959517,6,14.32,2.09,84.76,5.53
296,Naze,75,JP,1583959518,59,28.37,129.48,60.8,8.05
297,Arrondissement de Bressuire,100,FR,1583959519,94,46.92,-0.5,54,15.32
298,Neuquén,14,AR,1583959521,23,-38.95,-68.06,86,5.82
299,Hay River,75,CA,1583959522,71,60.82,-115.8,8.6,12.75
300,Kolyshley,100,RU,1583959523,89,52.7,44.54,43,17.05
301,Eyl,86,SO,1583959524,79,7.98,49.82,78.35,22.91
302,Richards Bay,34,ZA,1583959492,75,-28.78,32.04,78.17,23.58
303,Aklavik,20,CA,1583959326,62,68.22,-135.01,-13,2.24
304,Krasnosel'kup,72,RU,1583959458,85,65.7,82.47,18.64,18.86
305,Saint-Augustin,100,CA,1583959528,90,51.23,-58.65,16.83,17.54
306,Los Llanos de Aridane,40,ES,1583959529,82,28.66,-17.92,69.01,10.29
307,Bonfim,73,BR,1583959531,29,3.08,-59.95,98.42,10.67
308,Florø,40,NO,1583959533,80,61.6,5.03,39.2,24.16
309,Port Keats,10,AU,1583959534,80,-14.25,129.55,80.58,5.03
310,Verkhnedneprovskiy,96,RU,1583959535,82,54.98,33.35,40.93,12.19
311,Port Elizabeth,75,ZA,1583959536,88,-33.92,25.57,68,19.46
312,Dali,15,CN,1583959537,70,25.7,100.18,41.97,3.27
313,Juneau,90,US,1583959538,80,58.3,-134.42,30.2,8.05
314,Rurrenabaque,20,BO,1583959540,59,-14.44,-67.53,95,4.14
315,Duque de Caxias,20,BR,1583959541,61,-22.79,-43.31,84.2,16.11
316,Porto União,0,BR,1583959542,39,-26.24,-51.08,74.66,2.62
317,Margate,40,GB,1583959543,87,51.38,1.39,53.01,23.04
318,Vanimo,100,PG,1583959544,76,-2.67,141.3,82.06,10.38
319,Westport,1,US,1583959505,39,41.14,-73.36,57,9.17
320,Saint-Philippe,93,RE,1583959546,94,-21.36,55.77,80.6,16.11
321,Barañáin,70,ES,1583959547,71,42.81,-1.68,57.2,4.7
322,Auki,100,SB,1583959549,73,-8.77,160.7,83.07,2.06
323,Mossamedes,69,AO,1583959550,84,-15.2,12.15,75.58,7.25
324,Olafsvik,100,IS,1583959551,78,64.89,-23.71,29.75,39.77
325,Magadan,100,RU,1583959552,91,59.57,150.8,10.33,17.96
326,Thinadhoo,100,MV,1583959553,69,0.53,72.93,83.28,10.18
327,La Sarre,100,CA,1583959538,84,48.8,-79.2,25.41,4.63
328,Kavaratti,0,IN,1583959555,68,10.57,72.64,81.54,2.37
329,Tazovsky,100,RU,1583959556,91,67.47,78.7,4.82,16.55
330,Pisco,0,PE,1583959557,30,-13.7,-76.22,77,16.11
331,Kevsala,22,RU,1583959559,78,45.8,42.69,51.6,8.88
332,Rawson,0,AR,1583959560,56,-43.3,-65.1,70.47,0.27
333,Northam,40,GB,1583959561,76,51.03,-4.22,53.6,17.22
334,Kalmunai,38,LK,1583959562,65,7.42,81.82,81.36,6.53
335,Sibolga,97,ID,1583959563,98,1.74,98.78,73.08,2.28
336,Tasiilaq,20,GL,1583959565,61,65.61,-37.64,12.2,9.35
337,Labuhan,56,ID,1583959566,93,-6.88,112.21,74.71,2.04
338,Arman',100,RU,1583959504,88,59.7,150.17,10.54,19.57
339,Sémbé,65,CG,1583959571,92,1.65,14.58,72.63,4
340,Bambous Virieux,75,MU,1583959572,94,-20.34,57.76,80.6,16.53
341,Necochea,100,AR,1583959573,91,-38.55,-58.74,66.25,12.62
342,Chumikan,0,RU,1583959574,90,54.72,135.31,-0.94,4.63
343,Kisangani,48,CD,1583959575,92,0.52,25.2,72.72,1.21
344,Cururupu,100,BR,1583959576,95,-1.83,-44.87,77.52,2.55
345,Jati,0,PK,1583959577,17,24.35,68.27,61.32,10.63
346,Torbay,90,CA,1583959579,93,47.67,-52.73,37.99,20.8
347,Kitui,86,KE,1583959580,82,-1.37,38.01,70.88,3.24
348,Fairbanks,1,US,1583959581,75,64.84,-147.72,-2.99,3.06
349,Porbandar,0,IN,1583959582,61,21.64,69.61,72.39,17.6
350,Jiangyou,44,CN,1583959583,90,31.77,104.72,38.71,2.64
351,Province of Mantua,0,IT,1583959584,81,45.17,10.78,55.99,4.7
352,Saint Anthony,90,US,1583959470,74,45.02,-93.22,44.6,9.17
353,Rio Grande,20,BR,1583959587,69,-32.03,-52.1,82.4,13.87
354,Sepuka,100,TZ,1583959589,94,-4.75,34.53,66,2.62
355,Newcastle,75,AU,1583959590,93,-32.93,151.78,63,1.12
356,Peterhead,58,GB,1583959591,69,57.51,-1.8,39.2,9.17
357,Salé,0,MA,1583959592,87,34.04,-6.82,61,6.93
358,Grindavik,75,IS,1583959593,86,63.84,-22.43,32,28.86
359,Provideniya,90,RU,1583959594,92,64.38,-173.3,12.2,13.42
360,Tommot,100,RU,1583959596,96,58.96,126.29,-17.79,7.45
361,Price,90,US,1583959597,61,39.6,-110.81,48.2,8.05
362,Frankfort,100,ZA,1583959599,80,-27.27,28.48,61.3,9.93
363,Andenes,75,NO,1583959488,86,69.31,16.12,30.2,17.22
364,Pochutla,40,MX,1583959601,52,15.74,-96.47,90,13.87
365,Demba,100,CD,1583959602,98,-5.51,22.27,70.32,4.65
366,Lagunas,93,PE,1583959603,50,-5.23,-75.68,91.31,3.76
367,Prieska,100,ZA,1583959604,42,-29.66,22.75,76.1,4.54
368,Piaçabuçu,0,BR,1583959605,74,-10.41,-36.43,81.77,10.11
369,Mount Gambier,49,AU,1583959607,67,-37.83,140.77,62.6,6.93
370,Comodoro Rivadavia,20,AR,1583959609,24,-45.87,-67.5,82.4,17.22
371,Gachsaran,0,IR,1583959610,54,30.36,50.8,53.6,1.41
372,Celestún,0,MX,1583959611,79,20.87,-90.4,74.71,15.28
373,Champotón,40,MX,1583959613,69,19.35,-90.72,80.6,18.34
374,Nhulunbuy,100,AU,1583959614,94,-12.23,136.77,80.6,5.82
375,Wuhu,92,CN,1583959615,75,31.34,118.38,44.6,2.24
376,Broome,90,US,1583959616,44,42.25,-75.83,44.01,4.7
377,Coyhaique,40,CL,1583959618,42,-45.58,-72.07,64.4,9.17
378,Vila Franca do Campo,75,PT,1583959620,87,37.72,-25.43,59,9.17
379,Turukhansk,100,RU,1583959621,94,65.82,87.98,26.71,16.15
380,Villazón,18,BO,1583959622,35,-22.09,-65.59,65.75,16.58
381,Raton,1,US,1583959623,22,36.9,-104.44,69.8,17.22
382,Kudymkar,100,RU,1583959624,90,59.02,54.66,32.83,10.83
383,Svobodnyy,100,RU,1583959627,96,51.4,128.13,11.7,6.58
384,Pontianak,70,ID,1583959628,99,-0.03,109.33,73.85,1.45
385,Tymovskoye,100,RU,1583959629,82,50.85,142.66,9,12.17
386,Chapais,1,CA,1583959630,51,49.78,-74.85,12.2,11.41
387,Tomatlán,99,MX,1583959631,34,19.93,-105.25,92.97,8.75
388,Dandong,63,CN,1583959590,66,40.13,124.39,33.1,10.63
389,Puro,42,PH,1583959633,80,12.48,123.38,77.58,12.39
390,Bauchi,0,NG,1583959634,8,10.5,10,81.64,6.53
391,Masuguru,100,TZ,1583959636,97,-11.37,38.42,74.1,2.46
392,Hermosillo,76,MX,1583959637,38,29.07,-110.97,86,8.99
393,Penzance,90,GB,1583959389,93,50.12,-5.54,51.01,25.28
394,Yārāda,0,IN,1583959640,81,17.65,83.27,79.92,11.63
395,Bowling Green,90,US,1583959641,76,36.99,-86.44,57.2,6.93
396,Athens,0,GR,1583959413,87,37.98,23.72,55,3.36
397,Porto de Moz,87,BR,1583959643,72,-1.75,-52.24,83.95,2.39
398,Chak One Hundred Twenty Nine Left,0,PK,1583959644,97,30.43,73.05,52.84,6.22
399,Den Helder,75,NL,1583959646,93,52.96,4.76,54,23.04
400,Diffa,86,NE,1583959647,13,13.32,12.61,79.93,18.39
401,Brigantine,75,US,1583959648,40,39.41,-74.36,55.99,11.41
402,Hofn,100,IS,1583959650,75,64.25,-15.21,37.42,44.49
403,Zlobin,0,HR,1583959651,76,45.29,14.65,50,2.04
404,Lüderitz,12,NA,1583959652,88,-26.65,15.16,64.4,10.29
405,The Valley,20,AI,1583959653,65,18.22,-63.06,82,13.87
406,Hualmay,24,PE,1583959655,53,-11.1,-77.61,78.94,9.13
407,Port Hedland,100,AU,1583959656,83,-20.32,118.57,82.4,5.82
408,Portland,75,US,1583958948,46,45.52,-122.68,55.99,10.29
409,Kumluca,100,TR,1583959658,34,36.37,30.29,54.07,5.39
410,Kudahuvadhoo,94,MV,1583959659,70,2.67,72.89,83.17,9.22
411,Arrondissement de Limoux,66,FR,1583959660,87,42.92,2.17,59,8.05
412,Usinsk,100,RU,1583959661,97,65.99,57.53,26.91,11.25
413,Qinzhou,100,CN,1583959662,94,21.95,108.62,71.47,12.91
414,Gurupá,49,BR,1583959663,74,-1.41,-51.64,83.8,2.77
415,Leningradskiy,26,RU,1583959665,81,69.38,178.42,-14.91,9.8
416,Berezovyy,31,RU,1583959666,87,51.67,135.7,3.56,2.01
417,Panitian,9,PH,1583959667,90,9.1,118.09,74.66,4.7
418,San Quintín,100,MX,1583959668,78,30.48,-115.95,67.32,7.61
419,Plainview,1,US,1583959596,24,40.78,-73.47,57.99,5.82
420,Neyshabur,0,IR,1583959671,36,36.21,58.8,42.93,8.19
421,Manjeshwar,20,IN,1583959672,69,12.72,74.89,80.6,3.36
422,Piotrków Trybunalski,20,PL,1583959674,80,51.41,19.7,43,3.36
423,El Fuerte,97,MX,1583959675,22,26.42,-108.62,92.55,8.46
424,Huai Yot,33,TH,1583959676,97,7.79,99.63,74.93,4.14
425,Elko,1,US,1583959645,35,41,-115.5,59,9.17
426,Zhigalovo,100,RU,1583959678,97,54.81,105.16,6.78,4.65
427,Geelong,43,AU,1583959679,72,-38.15,144.36,68,9.17
428,Hastings,93,GB,1583959680,100,50.86,0.57,52,33.33
429,Botngård,75,NO,1583959681,69,63.77,9.81,42.01,13.87
430,Pacific Grove,20,US,1583959644,46,36.62,-121.92,72,8.34
431,Umm Kaddadah,68,SD,1583959684,14,13.6,26.69,85.69,8.5
432,Havøysund,75,NO,1583959685,79,71,24.66,26.6,9.17
433,Nelson Bay,75,AU,1583959686,93,-32.72,152.15,66.99,1.12
434,Agua Dulce,40,MX,1583959687,65,18.13,-94.13,80.6,17.22
435,Caronport,40,CA,1583959689,42,50.45,-105.82,46.4,20.8
436,Mel'nikovo,100,RU,1583959690,83,56.56,84.08,25,13.04
437,Yengema,100,SL,1583959691,72,8.72,-11.17,78.01,2.39
438,Rochegda,100,RU,1583959692,99,62.8,43.25,33.82,5.44
439,Kyzyl-Suu,100,KG,1583959694,59,42.34,78,28.06,6.13
440,Carbonia,0,IT,1583959695,93,39.17,8.52,55.99,6.93
441,Poltavka,100,RU,1583959697,95,54.37,71.76,33.57,11.23
442,Maykor,100,RU,1583959698,89,59.01,55.88,32.41,10.94
443,Port Moresby,40,PG,1583959699,83,-9.44,147.18,78.8,11.41
444,Nara,0,JP,1583959523,52,34.69,135.8,44.6,13.87
445,Devgarh,0,IN,1583959701,30,25.53,73.9,59.18,10.85
446,Verāval,0,IN,1583959702,65,20.9,70.37,62.46,6.73
447,Apt,0,FR,1583959704,76,43.88,5.4,60.8,4.7
448,Makakilo City,90,US,1583959705,73,21.35,-158.09,80.6,6.06
449,Angoram,95,PG,1583959706,99,-4.06,144.07,73.27,5.26
450,Bulawayo,86,ZW,1583959707,66,-20.15,28.58,67.06,6.6
451,Kenai,1,US,1583959709,71,60.55,-151.26,16,5.82
452,Campbell River,20,CA,1583959710,45,50.02,-125.24,48.2,12.75
453,Sola,16,VU,1583959711,67,-13.88,167.55,86.09,5.44
454,Luanda,40,AO,1583959458,78,-8.84,13.23,82.4,3.36
455,Nānākuli,90,US,1583959715,73,21.39,-158.15,80.6,6.06
456,Casma,75,CL,1583959716,44,-41.01,-73.12,75.2,4.7
457,Mbour,0,SN,1583959717,28,14.42,-16.96,84.2,10.29
458,Marystown,100,CA,1583959718,95,47.17,-55.15,33.93,11.01
459,Lagos,20,NG,1583959506,83,6.58,3.75,84.2,4.7
460,Narathiwat,20,TH,1583959720,88,6.33,101.75,78.8,3.36
461,Vao,100,NC,1583959721,74,-22.67,167.48,79.99,8.3
462,Vila Velha,75,BR,1583959723,78,-20.33,-40.29,79,17.22
463,Zhigansk,11,RU,1583959724,97,66.77,123.37,-26.91,15.48
464,Verkhnyaya Inta,100,RU,1583959725,95,65.98,60.31,28.29,7.54
465,Cap-aux-Meules,90,CA,1583959726,79,47.38,-61.86,23,16.11
466,Gra Lygia,20,GR,1583959727,87,35.02,25.68,57,4.41
467,Belyy Yar,36,RU,1583959728,67,53.6,91.39,21.2,6.71
468,Russell,75,US,1583959641,60,32.35,-85.2,75.99,6.93
469,San Mateo del Mar,0,MX,1583959730,62,16.2,-95,83.3,32.84
470,Sosnovka,86,RU,1583959731,76,56.26,51.28,37.13,12.73
471,Ilulissat,75,GL,1583959514,64,69.22,-51.1,1.4,5.82
472,Lima,39,PE,1583959733,54,-12.04,-77.03,84.2,11.41
473,Agadez,0,NE,1583959735,14,19.75,10.25,63.45,16.78
474,Pontes e Lacerda,100,BR,1583959736,54,-15.23,-59.34,89.24,3.06
475,Arrecife,100,ES,1583959737,77,28.96,-13.55,68,3.36
476,Pushkino,40,RU,1583959502,100,56.02,37.87,42.8,8.95
477,Southbridge,1,US,1583959450,34,42.08,-72.03,55.4,6.93
478,Marsá Maţrūḩ,88,EG,1583959740,75,31.35,27.25,59.74,19.44
479,São João da Barra,20,BR,1583959741,65,-21.64,-41.05,80.6,13.87
480,Almaznyy,40,RU,1583959743,87,48.04,40.05,48.2,13.42
481,Manbij,97,SY,1583959744,71,36.53,37.95,53.6,7.02
482,Langxiang,100,CN,1583959745,90,46.95,128.88,16.63,4.63
483,Sept-Îles,75,CA,1583959746,73,50.2,-66.38,24.01,11.41
484,Laguna,1,US,1583959747,42,38.42,-121.42,73.99,3.36
485,Colares,100,PT,1583959748,72,38.8,-9.45,70,11.41
486,Preston,75,GB,1583959749,93,53.77,-2.72,50,25.28
487,Imbituba,40,BR,1583959750,78,-28.24,-48.67,80.6,11.41
488,Beşikdüzü,40,TR,1583959752,81,41.05,39.23,51.8,3.36
489,Nalbari,20,IN,1583959753,82,26.45,91.44,68,7.11
490,Lunderskov,0,DK,1583959754,87,55.48,9.3,46.4,18.34
491,Yeniseysk,100,RU,1583959755,92,58.45,92.17,23.68,12.71
492,Bellview,40,US,1583959756,83,30.46,-87.31,79,8.05
493,Syas'stroy,100,RU,1583959757,93,60.14,32.57,40.03,9.15
494,Pauini,79,BR,1583959630,53,-7.71,-66.98,90.86,2.53
495,Brownsville,75,US,1583959737,51,25.9,-97.5,87.8,16.11
496,Pando,90,UY,1583959762,73,-34.72,-55.95,73.4,6.93
497,Pitelino,100,RU,1583959763,93,54.58,41.81,47.14,14.81
498,Kaitangata,0,NZ,1583959764,83,-46.28,169.85,49.28,9.17
499,Caraballeda,82,VE,1583959765,75,10.61,-66.85,75.99,10.29
500,Chara,76,RU,1583959766,92,56.91,118.26,-30.41,0.67
501,Bartica,75,GY,1583959767,66,6.4,-58.62,84.2,13.87
502,Barra dos Coqueiros,20,BR,1583959768,62,-10.91,-37.04,86,16.11
503,Alice Springs,40,AU,1583959563,60,-23.7,133.88,75.2,4.7
504,São Filipe,0,CV,1583959770,59,14.9,-24.5,74.95,16.28
505,Rizhao,54,CN,1583959772,77,35.43,119.46,42.46,7.76
506,Paracuru,20,BR,1583959773,66,-3.41,-39.03,86,8.05
507,Yüksekova,20,TR,1583959775,45,37.57,44.29,44.6,6.93
508,Sulangan,99,PH,1583959539,76,11.14,123.72,78.66,14.67
509,Great Yarmouth,40,GB,1583959777,71,52.61,1.73,52,18.34
510,São Félix do Xingu,94,BR,1583959778,87,-6.64,-51.99,78.37,2.24
511,Vuktyl,100,RU,1583959779,99,63.86,57.31,32.58,5.46
512,Bemidji,75,US,1583959752,69,47.47,-94.88,37.99,12.75
513,Kalmanka,0,RU,1583959782,78,52.9,83.54,14,13.42
514,Hobyo,89,SO,1583959517,74,5.35,48.53,78.67,15.43
515,Kodinsk,100,RU,1583959784,94,58.69,99.18,20.16,11.81
516,Kabare,99,CD,1583959785,97,-2.47,28.82,60.8,2.51
517,Guasdualito,86,VE,1583959786,32,7.24,-70.73,98.6,5.82
518,Muhafazat Lahij,0,YE,1583959787,55,13.17,44.58,73.26,15.66
519,Touros,40,BR,1583959788,70,-5.2,-35.46,84.2,11.41
520,Toora-Khem,77,RU,1583959789,92,52.47,96.11,1.33,2.37
521,Namatanai,64,PG,1583959790,73,-3.67,152.43,83.41,10.27
522,Noumea,89,NC,1583959657,88,-22.28,166.46,82,3.36
523,Te Anau,1,NZ,1583959793,79,-45.42,167.72,46.45,3.71
524,Guerrero Negro,99,MX,1583959794,60,27.98,-114.06,77.4,4.72
525,São José da Coroa Grande,2,BR,1583959796,76,-8.9,-35.15,83.07,13.38
526,Bellevue,90,US,1583959589,81,47.61,-122.2,51.01,4.05
527,Haines Junction,49,CA,1583959798,81,60.75,-137.51,-0.09,5.91
528,Abashiri,100,JP,1583959799,95,44.02,144.27,27.16,8.52
529,Santo Tomas,20,PH,1583959800,69,14.11,121.14,80.6,8.05
530,Shuangcheng,100,CN,1583959802,79,45.35,126.28,26.6,8.95
531,Acapulco de Juárez,5,MX,1583959803,70,16.86,-99.89,86,10.29
532,Petawawa,90,CA,1583959804,73,45.9,-77.33,32,3.36
533,Zorritos,40,PE,1583959805,33,-3.68,-80.68,89.6,8.05
534,La Romana,75,DO,1583959806,100,18.43,-68.97,82.4,9.17
535,Kozhva,100,RU,1583959807,96,65.11,57.05,30.45,5.44
536,Manaure,75,CO,1583959808,74,11.78,-72.44,82.4,13.87
537,Vinh,48,VN,1583959693,95,18.67,105.67,66.09,1.74
538,Bubaque,0,GW,1583959810,74,11.28,-15.83,81.46,12.64
539,Watertown,1,US,1583959788,70,42.37,-71.18,55,8.05
540,Fuerte Olimpo,0,PY,1583959814,22,-21.04,-57.87,98.02,3.53
541,Mishan,100,CN,1583959815,84,45.55,131.88,19.04,5.08
542,La Concordia,75,NI,1583959816,94,13.2,-86.17,68,6.93
543,Virginia Beach,90,US,1583959249,59,36.85,-75.98,66,8.05
544,Mogadishu,100,SO,1583959630,80,2.04,45.34,80.62,24.7
545,João Câmara,40,BR,1583959819,70,-5.54,-35.82,84.2,11.41
546,Verkhoyansk,29,RU,1583959820,99,67.54,133.38,-30.57,1.45
547,Chamalières,0,FR,1583959822,81,45.78,3.06,51.8,3.36
548,Nouakchott,0,MR,1583959823,31,18.09,-15.98,78.8,13.87
549,Elliot Lake,90,CA,1583959827,92,46.38,-82.63,32,4.7
550,Prince Rupert,90,CA,1583959772,86,54.32,-130.32,37.4,9.17
551,Alta Floresta,75,BR,1583959829,78,-9.88,-56.09,82.4,4.7
552,Tibati,14,CM,1583959833,19,6.47,12.63,71.83,3
553,Darhan,0,MN,1583959834,81,49.49,105.92,2.12,6.73
554,Launceston,12,AU,1583959630,93,-41.45,147.17,55,0.96
555,Gimli,89,CA,1583959836,75,50.63,-96.99,37.99,7
